"Name","Match","EXTRACT","New","Revision","Ticker","Obsolete Date","Obsolete Month","Obsolete Year","Inception Date...4","Inception Month","Inception Year","Obsolete Type","US Category Group","Firm Name","Inception Date...8","Net Assets Date","Net Assets - Share Class USD","Share Class Type","Index Fund","Estimated Share Class Net Flow (Yearly) Year2015 USD","Estimated Share Class Net Flow (Yearly) Year2016 USD","Estimated Share Class Net Flow (Yearly) Year2017 USD","Estimated Share Class Net Flow (Yearly) Year2018 USD","Estimated Share Class Net Flow (Yearly) Year2019 USD","Annual Report Net Expense Ratio Year2015","Annual Report Net Expense Ratio Year2016","Annual Report Net Expense Ratio Year2017","Annual Report Net Expense Ratio Year2018","Annual Report Net Expense Ratio Year2019","Inception Date","Same_Year"
"Voya Global Equity Port T",TRUE," T","T","T","VGVTX",NA,NA,NA,2015-03-05,3,2015,NA,"International Equity","Voya",2015-03-05,2020-01-21,3233272,"Other","No",-42517303.574,-14880481.048,-10530782.499,-4373474.984,-32440091.963,1.21,1.2,1.2,1.21,NA,NA,NA
"Columbia Global Technology Growth Inst3",TRUE," Inst3","Inst3","Inst3","CGTUX",NA,NA,NA,2016-03-01,3,2016,NA,"Sector Equity","Columbia",2016-03-01,2020-01-21,147740078,"Inst","No",NA,708669.366,3257894.267,12828745.645,45676041.9,NA,0.94,0.93,0.88,0.87,NA,NA
"PGIM US Real Estate R6",TRUE," R6","R6","R6","PJEQX",NA,NA,NA,2017-05-25,5,2017,NA,"Sector Equity","PGIM Funds (Prudential)",2017-05-25,2020-01-21,806147,"Retirement","No",NA,NA,9916.797,19.906,632240.552,NA,NA,NA,1,1,NA,NA
"Prudential Global Absolute Return B A LW",TRUE," A LW","A","A","PAJAX.lw",2016-11-30,11,2016,2015-11-03,11,2015,"Liquidated","Taxable Bond","PGIM Funds (Prudential)",2015-11-03,NA,NA,"Load Waived","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-11-03,0
"Lord Abbett Global Bond I",TRUE," I","I","Instl","LGBYX",NA,NA,NA,2018-07-31,7,2018,NA,"Taxable Bond","Lord Abbett",2018-07-31,2020-01-21,2139636,"Inst","No",NA,NA,NA,1996741.664,21841.237,NA,NA,NA,0.58,NA,NA,NA
"Lord Abbett Global Select Equity F3",TRUE," F3","F3","F3",NA,2020-01-10,1,2020,2018-07-31,7,2018,"Liquidated","International Equity","Lord Abbett",2018-07-31,2020-01-10,535122,"Other","No",NA,NA,NA,500347.588,844.881,NA,NA,NA,0.69,0.69,2018-07-31,0
"Artisan Small Cap Advisor",TRUE," Advisor","Advisor","Advisor","APDSX",NA,NA,NA,2017-02-01,2,2017,NA,"U.S. Equity","Artisan",2017-02-01,2019-12-31,655891774,"Adv","No",NA,NA,316664873.412,23739890.261,114615837.902,NA,NA,1.12,1.06,1.08,NA,NA
"Morningstar Total Return Bond",TRUE," Bond","Bond","Bond","MSTRX",NA,NA,NA,2018-11-02,11,2018,NA,"Taxable Bond","Morningstar",2018-11-02,2020-01-21,566907450,"Other","No",NA,NA,NA,153088001.165,381326082.376,NA,NA,NA,NA,0.53,NA,NA
"Harvest Edge Absolute Institutional",TRUE," Institutional","Institutional","Instl",NA,2019-08-27,8,2019,2017-12-18,12,2017,"Liquidated","Alternative","Harvest Volatility Management",2017-12-18,2019-08-27,1975925,"Inst","No",NA,NA,16090262,-6231633.76,NA,NA,NA,NA,1.2,NA,2017-12-18,0
"Madison Small Cap A",TRUE," A","A","A","MASMX",NA,NA,NA,2019-08-30,8,2019,NA,"U.S. Equity","Madison Funds",2019-08-30,2020-01-21,3492172,"A","No",NA,NA,NA,NA,-166224.913,NA,NA,NA,NA,1.46,NA,NA
"Core Market Neutra N",TRUE," N","N","N","STTKX",NA,NA,NA,2017-12-28,12,2017,NA,"Alternative","AlphaCore",2017-12-28,2020-01-21,125107,"N","No",NA,NA,15,317885.883,-5006.868,NA,NA,NA,2.24,2.11,NA,NA
"PGIM QMA Small-Cap Value R2",TRUE," R2","R2","R2","PSVDX",NA,NA,NA,2017-12-28,12,2017,NA,"U.S. Equity","PGIM Funds (Prudential)",2017-12-28,2020-01-21,352171,"Retirement","No",NA,NA,9897,235342.591,89293.385,NA,NA,NA,1.14,1.14,NA,NA
"USAA Ultra Short-Term Bond R6",TRUE," R6","R6","R6","URUSX",NA,NA,NA,2017-03-01,3,2017,NA,"Taxable Bond","USAA",2017-03-01,2020-01-21,6682552,"Retirement","No",NA,NA,5034678.248,-161371.931,1322119.608,NA,NA,0.39,0.39,NA,NA,NA
"Barings Emerg Mkts Dbt Blnded Ttl Ret Y",TRUE," Y","Y","Y","BXEYX",NA,NA,NA,2015-10-21,10,2015,NA,"Taxable Bond","Barings Funds",2015-10-21,2020-01-21,34435024,"Inst","No",4728377.763,-179214.914,-48048.041,19965607.902,5656344.941,NA,0.92,0.9,0.8,0.72,NA,NA
"Barings Global High Yield Y",TRUE," Y","Y","Y","BXGYX",NA,NA,NA,2015-10-30,10,2015,NA,"Taxable Bond","Barings Funds",2015-10-30,2020-01-21,12340002,"Inst","No",NA,294789.048,-1086389.665,-1634655.631,-601920.836,NA,0.79,0.8,0.8,0.8,NA,NA
"Barings Diversified Income I",TRUE," I","I","Instl","BXTIX",NA,NA,NA,2015-07-08,7,2015,NA,"Taxable Bond","Barings Funds",2015-07-08,2020-01-21,12234742,"Inst","No",12317049.607,25003.115,-6.104,-36.097,-10.461,NA,0.55,0.55,0.55,0.55,NA,NA
"Voya International High Div Volatil P3",TRUE," P3","P3","P3","VHDZX",NA,NA,NA,2019-02-28,2,2019,NA,"International Equity","Voya",2019-02-28,2020-01-21,3249,"Other","No",NA,NA,NA,NA,3003.45,NA,NA,NA,NA,0,NA,NA
"Voya CBRE Global Infrastructure W",TRUE," W","W","W","VCGWX",NA,NA,NA,2019-02-28,2,2019,NA,"Sector Equity","Voya",2019-02-28,2020-01-21,11263227,"Other","No",NA,NA,NA,NA,10341583.944,NA,NA,NA,NA,1.1,NA,NA
"American Century High-Yield Y",TRUE," Y","Y","Y","AHYLX",NA,NA,NA,2017-04-10,4,2017,NA,"Taxable Bond","American Century Investments",2017-04-10,2020-01-21,11110130,"Inst","No",NA,NA,14024.099,4168144.574,6118556.933,NA,NA,NA,0.63,0.59,NA,NA
"American Century Equity Income Y",TRUE," Y","Y","Y","AEIYX",NA,NA,NA,2017-04-10,4,2017,NA,"U.S. Equity","American Century Investments",2017-04-10,2020-01-21,279228009,"Inst","No",NA,NA,223707749.889,-18777286.421,24054348.35,NA,NA,NA,0.56,0.56,NA,NA
"Victory RS Science and Technology Y{mg}",TRUE," Y{mg}","Y","Y",NA,2016-08-01,8,2016,2016-06-16,6,2016,"Merged",NA,"Victory",2016-06-16,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-06-16,1
"MFS® Absolute Return T",TRUE," T","T","T",NA,2018-03-29,3,2018,2017-09-28,9,2017,"Liquidated","Taxable Bond","MFS",2017-09-28,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-09-28,0
"Catalyst/Millburn Hedge Strategy C",TRUE," C","C","C","MBXCX",NA,NA,NA,2015-12-28,12,2015,NA,"Alternative","Catalyst Mutual Funds",2015-12-28,2020-01-21,450736788,"C","No",993,96133752.777,223590902.53,41571560.692,58027991.119,NA,2.99,2.88,2.89,2.93,NA,NA
"Matthews Asia Credit Opportunities Instl",TRUE," Instl","Instl","Instl","MICPX",NA,NA,NA,2016-04-29,4,2016,NA,"Taxable Bond","Matthews Asia Funds",2016-04-29,2020-01-21,85504942,"Inst","No",NA,NA,14646431.655,10574555.05,43529062.841,NA,0.9,0.9,0.9,NA,NA,NA
"Lord Abbett Emerging Markets Local Bd F3",TRUE," F3","F3","F3",NA,2018-04-24,4,2018,2017-04-04,4,2017,"Liquidated","Taxable Bond","Lord Abbett",2017-04-04,2018-04-24,11538,"Other","No",NA,NA,382226.316,NA,NA,NA,NA,3.01,NA,NA,2017-04-04,0
"Lord Abbett Bond Debenture T",TRUE," T","T","T",NA,2018-07-24,7,2018,2017-07-28,7,2017,"Liquidated","Taxable Bond","Lord Abbett",2017-07-28,2018-07-24,10230,"T","No",NA,NA,10010.823,NA,NA,NA,NA,0.74,NA,NA,2017-07-28,0
"Lord Abbett Short Duration Income F3",TRUE," F3","F3","F3","LOLDX",NA,NA,NA,2017-04-04,4,2017,NA,"Taxable Bond","Lord Abbett",2017-04-04,2020-01-21,4232053186,"Other","No",NA,NA,2904119318.704,815044708.579,248723492.299,NA,NA,0.33,0.32,NA,NA,NA
"First Security Municipal Bond Instl",TRUE," Instl","Instl","Instl",NA,2018-10-19,10,2018,2015-05-29,5,2015,"Liquidated","Municipal Bond","First Security Fund",2015-05-29,2018-10-19,53374,"Inst","No",1051402.719,509806.08,465791.052,NA,NA,NA,0.01,0.01,0.01,NA,2015-05-29,0
"Emerald Small Cap Value C",TRUE," C","C","C","ELCSX",NA,NA,NA,2015-06-30,6,2015,NA,"U.S. Equity","Emerald",2015-06-30,2020-01-21,43165,"C","No",15072.811,513835.537,-570669.634,-78910.207,26549.373,2,2,2,2,2,NA,NA
"GuidePath® Managed Futures Strat Instl",TRUE," Instl","Instl","Instl","GIFMX",NA,NA,NA,2016-01-19,1,2016,NA,"Alternative","GuidePath",2016-01-19,2020-01-21,1010023,"Inst","No",NA,2087957.988,-218556.613,-415563.279,-203460.726,NA,1.3,1.34,1.34,1.3,NA,NA
"PGIM Jennison International Opps R6",TRUE," R6","R6","R6","PWJQX",NA,NA,NA,2015-12-23,12,2015,NA,"International Equity","PGIM Funds (Prudential)",2015-12-23,2020-01-21,154125510,"Retirement","No",24585129,1751656.739,-7761225.826,15390679.02,74621433.96,NA,0.84,0.84,0.84,0.84,NA,NA
"Hartford Municipal Short Duration F",TRUE," F","F","F","HMJFX",NA,NA,NA,2017-02-28,2,2017,NA,"Municipal Bond","Hartford Mutual Funds",2017-02-28,2020-01-21,1776974,"Other","No",NA,NA,NA,605689.017,504980.383,NA,NA,0.39,0.39,0.39,NA,NA
"DWS Short Duration T",TRUE," T","T","T","PPITX",NA,NA,NA,2017-06-05,6,2017,NA,"Taxable Bond","DWS",2017-06-05,2020-01-21,10707,"T","No",NA,NA,-837377.901,36.023,22.214,NA,NA,0.8,0.79,0.8,NA,NA
"DWS Small Cap Core T",TRUE," T","T","T","SZCTX",NA,NA,NA,2017-06-05,6,2017,NA,"U.S. Equity","DWS",2017-06-05,2020-01-21,11360,"T","No",NA,NA,-2810484.811,17.129,-0.036,NA,NA,1.09,1.09,1.09,NA,NA
"Dana Small Cap Equity Investor",TRUE," Investor","Investor","Investor","DSCEX",NA,NA,NA,2015-11-03,11,2015,NA,"U.S. Equity","Dana Investment",2015-11-03,2020-01-21,2223082,"Inv","No",978912.56,2881656.597,1885309.857,-3275354.096,-1241061.718,NA,1.2,1.2,1.2,1.2,NA,NA
"Savos Dynamic Hedging",TRUE," Hedging","Hedging","Hedging","SVDHX",NA,NA,NA,2015-07-10,7,2015,NA,"Allocation","Savos Investments Trust",2015-07-10,2020-01-21,91249808,"No Load","No",NA,1533540.549,-4997771.198,-20694437.224,-9865424.801,1.53,1.5,1.5,1.5,1.5,NA,NA
"Royce Small/Mid-Cap Premier Instl",TRUE," Instl","Instl","Instl",NA,2019-06-14,6,2019,2016-05-31,5,2016,"Merged","U.S. Equity","Royce",2016-05-31,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-05-31,0
"Ziegler FAMCO Covered Call C",TRUE," C","C","C",NA,2016-10-31,10,2016,2015-11-30,11,2015,"Liquidated","Alternative","Ziegler",2015-11-30,2016-10-31,1207454,"C","No",1641068.479,NA,NA,NA,NA,NA,1.99,NA,NA,NA,2015-11-30,0
"AMG Managers DoubleLine Core Plus Bond Z",TRUE," Z","Z","Z","ADZIX",NA,NA,NA,2017-09-29,9,2017,NA,"Taxable Bond","AMG Funds",2017-09-29,2020-01-21,2445940,"Inst","No",NA,NA,NA,386781.206,346398.367,NA,NA,0.6,0.61,0.61,NA,NA
"Touchstone Global Growth Instl {mg}",TRUE," Instl {mg}","Instl","Instl",NA,2016-08-15,8,2016,2016-08-12,8,2016,"Merged","International Equity","Touchstone",2016-08-12,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-08-12,1
"Touchstone International Growth Opps C",TRUE," C","C","C","TGGCX",NA,NA,NA,2016-08-15,8,2016,NA,"International Equity","Touchstone",2016-08-15,2020-01-21,234342,"C","No",NA,2475.025,257016.571,-44803.696,33048.777,NA,NA,2.16,2.1,1.99,NA,NA
"Integrity Growth & Income C",TRUE," C","C","C","IGIUX",NA,NA,NA,2015-08-03,8,2015,NA,"U.S. Equity","IntegrityVikingFunds",2015-08-03,2020-01-21,701587,"C","No",167560.695,1091.42,4628.902,-6342.282,373295.713,2,2,2,1.7,1.68,NA,NA
"HSBC Global Equity Volatility Focused I",TRUE," I","I","Instl",NA,2018-01-19,1,2018,2015-11-04,11,2015,"Liquidated","International Equity","HSBC",2015-11-04,2018-01-19,12359106,"Inst","No",9897948.287,-2993.113,26329.656,NA,NA,NA,0.95,0.95,NA,NA,2015-11-04,0
"Beacon Planned Return Strategy Instl",TRUE," Instl","Instl","Instl","BPRLX",NA,NA,NA,2017-10-02,10,2017,NA,"Alternative","Beacon Investment Advisory",2017-10-02,2020-01-21,307926722,"Inst","No",NA,NA,346843866.693,-38207896.304,-9350349.863,NA,NA,NA,1.25,1.17,NA,NA
"American Century Short Dur Infl ProBd Y",TRUE," Y","Y","Y","APOYX",NA,NA,NA,2017-04-10,4,2017,NA,"Taxable Bond","American Century Investments",2017-04-10,2020-01-21,10242834,"Inst","No",NA,NA,20539.132,3284411.865,6595929.696,NA,NA,NA,0.37,0.37,NA,NA
"ClearBridge Real Estate Opportunities I",TRUE," I","I","Instl",NA,2018-10-19,10,2018,2016-11-11,11,2016,"Liquidated","Sector Equity","Legg Mason",2016-11-11,2018-10-19,2236047,"Inst","No",NA,25626.002,2023227.158,NA,NA,NA,1.1,0.93,NA,NA,2016-11-11,0
"Pax ESG Beta Dividend Fund Institutional",TRUE," Institutional","Institutional","Instl","PXDIX",NA,NA,NA,2016-12-16,12,2016,NA,"U.S. Equity","Pax World",2016-12-16,2019-12-31,130000591,"Inst","No",NA,136600000,-12627382.596,-28956698.079,-13437022.718,NA,0.65,0.65,0.65,NA,NA,NA
"Nationwide International Sm Cp A",TRUE," A","A","A","NWXSX",NA,NA,NA,2016-12-29,12,2016,NA,"International Equity","Nationwide",2016-12-29,2020-01-21,106565,"A","No",NA,10001,58381.573,60924.599,-10789.222,NA,NA,1.39,1.27,1.25,NA,NA
"Power Dividend Mid-Cap Index I",TRUE," I","I","Instl","DMCIX",NA,NA,NA,2017-12-27,12,2017,NA,"U.S. Equity","Power Mutual Funds",2017-12-27,2020-01-21,21572492,"Inst","Yes",NA,NA,89921,49972152.753,-27379681.743,NA,NA,NA,1.89,1.55,NA,NA
"AMG Managers Amundi Intermediate Gov Z",TRUE," Z","Z","Z",NA,2019-11-13,11,2019,2017-02-24,2,2017,"Liquidated","Taxable Bond","AMG Funds",2017-02-24,2019-11-14,429,"Inst","No",NA,NA,1263884.981,-202559.869,NA,NA,NA,0.69,0.69,NA,2017-02-24,0
"Goldman Sachs Large Cap Gr Insghts R6",TRUE," R6","R6","R6","GLCUX",NA,NA,NA,2015-07-31,7,2015,NA,"U.S. Equity","Goldman Sachs",2015-07-31,2020-01-21,344274472,"Retirement","No",10018.707,14956896.629,121213736,226061260.6,-106898104.747,0.54,0.54,0.54,0.52,0.53,NA,NA
"Catalyst Enhanced Core Fd C",TRUE," C","C","C","OIPCX",NA,NA,NA,2015-09-30,9,2015,NA,"U.S. Equity","Catalyst Mutual Funds",2015-09-30,2020-01-21,259245,"C","No",3262.902,3035.705,120657.558,13207.742,65923.477,NA,2.74,2.74,2.74,2.76,NA,NA
"Trillium Small/Mid Cap Institutional",TRUE," Institutional","Institutional","Instl","TSMDX",NA,NA,NA,2015-08-31,8,2015,NA,"U.S. Equity","Trillium Mutual Funds",2015-08-31,2020-01-21,21404443,"Inst","No",1631875.151,2633332.465,7894031.595,3955688.824,920384.341,NA,0.98,0.98,0.98,0.98,NA,NA
"Janus Henderson VIT Glbl Uncons Bd Instl",TRUE," Instl","Instl","Instl",NA,2019-03-01,3,2019,2015-01-29,1,2015,"Liquidated","Taxable Bond","Janus Henderson",2015-01-29,2019-01-31,989352,"Inst","No",999804.445,659.218,-114.338,-247.139,NA,0.87,0.8,0.77,0.73,NA,2015-01-29,0
"AllianzGI Europe Equity Dividend C",TRUE," C","C","C",NA,2019-01-22,1,2019,2015-02-02,2,2015,"Liquidated","International Equity","Allianz Global Investors",2015-02-02,2019-01-22,53628,"C","No",28183.898,9286.476,29556.822,2389.676,NA,1.95,1.96,1.99,1.95,NA,2015-02-02,0
"Carillon Reams Unconstrained Bond R-3",TRUE," R-3","R3","R3","SUBRX",NA,NA,NA,2017-11-20,11,2017,NA,"Taxable Bond","Carillon Family of Funds",2017-11-20,2020-01-21,10603,"Inst","No",NA,NA,10014.884,146.368,218.398,NA,NA,NA,1.05,1.05,NA,NA
"MainStay Epoch US All Cap R6",TRUE," R6","R6","R6","MAWDX",NA,NA,NA,2018-02-28,2,2018,NA,"U.S. Equity","MainStay",2018-02-28,2020-01-21,475147342,"Retirement","No",NA,NA,NA,NA,-200214394.599,NA,NA,NA,0.87,0.89,NA,NA
"AB High Yield A Load Waived",TRUE," A Load Waived","A","A","HIYAX.lw",2016-11-30,11,2016,2016-07-26,7,2016,"Liquidated","Taxable Bond","AllianceBernstein",2016-07-26,NA,NA,"Load Waived","No",NA,NA,NA,NA,NA,1.05,1.06,NA,NA,NA,2016-07-26,1
"Russell Inv Tax-Managed Intl Eq S",TRUE," S","S","S","RTNSX",NA,NA,NA,2015-06-01,6,2015,NA,"International Equity","Russell",2015-06-01,2020-01-21,1593714790,"S","No",450821074.047,177232397.796,262040299.79,343747980.299,133269589.488,1.09,1.09,1.09,1.07,1.03,NA,NA
"Voya Securitized Credit I",TRUE," I","I","Instl","VCFIX",NA,NA,NA,2015-08-03,8,2015,NA,"Taxable Bond","Voya",2015-08-03,2020-01-21,763710758,"Inst","No",780520.196,114913087.133,25205216.514,124339432.952,397656276.84,NA,0.73,0.68,0.68,0.68,NA,NA
"TIAA-CREF Large-Cap Value Advisor",TRUE," Advisor","Advisor","Advisor","TRLHX",NA,NA,NA,2015-12-04,12,2015,NA,"U.S. Equity","TIAA Investments",2015-12-04,2020-01-21,223075,"Adv","No",100781,-4687.302,47372.363,7955.541,8228.27,NA,0.41,0.47,0.45,0.43,NA,NA
"TIAA-CREF Quant Large-Cap Value Advisor",TRUE," Advisor","Advisor","Advisor","TELCX",NA,NA,NA,2015-12-04,12,2015,NA,"U.S. Equity","TIAA Investments",2015-12-04,2020-01-21,546280,"Adv","No",100502,-7713.699,9645.322,6480353.013,-5907048.512,NA,0.36,0.4,0.37,0.42,NA,NA
"TIAA-CREF Large-Cap Growth Advisor",TRUE," Advisor","Advisor","Advisor","TILHX",NA,NA,NA,2015-12-04,12,2015,NA,"U.S. Equity","TIAA Investments",2015-12-04,2020-01-21,3321425,"Adv","No",100588,738759.022,875523.735,5715621.747,-5892582.907,NA,0.46,0.58,0.52,0.43,NA,NA
"Context Macro Opportunities Investor",TRUE," Investor","Investor","Investor",NA,2018-03-29,3,2018,2016-01-13,1,2016,"Liquidated","Alternative","Context Asset Management",2016-01-13,2018-03-29,124853,"Inv","No",NA,134989.716,-6621.31,NA,NA,NA,2.28,2.26,NA,NA,2016-01-13,0
"Delaware Small Cap Value R6",TRUE," R6","R6","R6","DVZRX",NA,NA,NA,2016-05-02,5,2016,NA,"U.S. Equity","Delaware Funds by Macquarie",2016-05-02,2020-01-21,723013022,"Retirement","No",NA,93499192.033,104203953.313,221802527.203,212094561.965,NA,0.77,0.75,0.72,NA,NA,NA
"Context Macro Opportunities Advisory",TRUE," Advisory","Advisory","Advisor",NA,2018-03-29,3,2018,2015-10-30,10,2015,"Liquidated","Alternative","Context Asset Management",2015-10-30,NA,NA,"Adv","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-10-30,0
"Eventide Limited-Term Bond C",TRUE," C","C","C","ETCBX",NA,NA,NA,2018-12-14,12,2018,NA,"Taxable Bond","Eventide Funds",2018-12-14,2020-01-21,178315,"C","No",NA,NA,NA,1010,168027.921,NA,NA,NA,NA,1.78,NA,NA
"Leland Thomson Reuters Private Eq I A LW",TRUE," A LW","A","A","LDPAX.lw",2016-11-30,11,2016,2015-09-18,9,2015,"Liquidated","U.S. Equity","Leland Funds",2015-09-18,NA,NA,"Load Waived","Yes",NA,NA,NA,NA,NA,1.75,NA,NA,NA,NA,2015-09-18,0
"Seven Canyons Strategic Income Inv{mg}",TRUE," Inv{mg}","Inv","Investor",NA,2018-09-10,9,2018,2018-05-22,5,2018,"Merged",NA,"IP Unsure (Only US OE Use)",2018-05-22,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-05-22,1
"Value Line Mid Cap Focused Institutional",TRUE," Institutional","Institutional","Instl","VLMIX",NA,NA,NA,2017-08-11,8,2017,NA,"U.S. Equity","Value Line",2017-08-11,2020-01-21,54226368,"Inst","No",NA,NA,1048815.374,640866.976,36531705.064,NA,NA,0.93,0.93,NA,NA,NA
"Virtus Seix Floating Rate High Inc R6",TRUE," R6","R6","R6","SFRZX",NA,NA,NA,2015-02-02,2,2015,NA,"Taxable Bond","Virtus",2015-02-02,2020-01-21,554181270,"Retirement","No",1218627736.151,-139526421.649,162733474.311,-438658496.137,-288279854.26,0.47,0.51,0.52,0.52,NA,NA,NA
"Shelton BDC Income Instl{mg}",TRUE," Instl{mg}","Instl","Instl",NA,2016-11-04,11,2016,2016-07-27,7,2016,"Merged",NA,"Shelton Capital Management",2016-07-27,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-07-27,1
"AMG TimesSquare Emerging Mkts Sm Cp I",TRUE," I","I","Instl","TQEIX",NA,NA,NA,2016-12-14,12,2016,NA,"International Equity","AMG Funds",2016-12-14,2020-01-21,317156,"Inst","No",NA,10001,97.512,268861.969,-8258.323,NA,1.34,1.25,1.27,NA,NA,NA
"Invesco Global Responsibility Equity Y",TRUE," Y","Y","Y","VSQYX",NA,NA,NA,2016-07-01,7,2016,NA,"International Equity","Invesco",2016-07-01,2020-01-21,497356,"Inst","No",NA,40371.121,184106.604,242666.414,-3801.283,NA,0.59,0.59,0.59,0.6,NA,NA
"PGIM Balanced R6",TRUE," R6","R6","R6","PIBQX",NA,NA,NA,2017-11-28,11,2017,NA,"Allocation","PGIM Funds (Prudential)",2017-11-28,2020-01-21,42234592,"Retirement","No",NA,NA,10089.156,8189496.578,29610647.18,NA,NA,NA,0.67,0.65,NA,NA
"Cavanal Hill Ultr Shrt Tax-Free Inc A",TRUE," A","A","A","AAUSX",NA,NA,NA,2017-12-26,12,2017,NA,"Municipal Bond","Cavanal Hill funds",2017-12-26,2020-01-21,21476,"A","No",NA,NA,10,13.26,21324.405,NA,NA,NA,0.81,0.66,NA,NA
"iShares Russell Small/Mid-Cap Idx Instl",TRUE," Instl","Instl","Instl","BSMIX",NA,NA,NA,2015-08-13,8,2015,NA,"U.S. Equity","BlackRock",2015-08-13,2020-01-21,15915626,"Inst","Yes",19013.21,479337.844,4090349.889,8173755.667,162151.668,NA,0.12,0.11,0.12,0.12,NA,NA
"Lord Abbett Affiliated R4",TRUE," R4","R4","R4","LAFSX",NA,NA,NA,2015-06-30,6,2015,NA,"U.S. Equity","Lord Abbett",2015-06-30,2020-01-21,8246913,"Retirement","No",10047.694,197590.518,6558094.735,1258627.974,-1269697.031,0.72,0.72,0.69,0.71,0.71,NA,NA
"Victory RS Focused Opportunity C{mg}",TRUE," C{mg}","C","C",NA,2016-08-01,8,2016,2016-06-16,6,2016,"Merged",NA,"Victory",2016-06-16,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-06-16,1
"Baillie Gifford EAFE Plus All Cap K",TRUE," K","K","K","BKGCX",NA,NA,NA,2017-04-28,4,2017,NA,"International Equity","Baillie Gifford Funds",2017-04-28,2020-01-21,116086564,"Other","No",NA,NA,NA,66037882.628,27445314.122,NA,NA,0.68,0.68,NA,NA,NA
"TouchstoneLargeCompanyGrowthInstl{mg}",TRUE,"TouchstoneLargeCompanyGrowthInstl{mg}","TouchstoneLargeCompanyGrowthInstl","Instl",NA,2016-08-15,8,2016,2016-08-12,8,2016,"Merged","U.S. Equity","Touchstone",2016-08-12,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-08-12,1
"Touchstone Large Company Growth C",TRUE," C","C","C","TCGLX",NA,NA,NA,2016-08-15,8,2016,NA,"U.S. Equity","Touchstone",2016-08-15,2020-01-21,477455,"C","No",NA,2464.393,133895.115,586737.568,-419513.796,NA,NA,1.98,1.98,1.98,NA,NA
"Hartford Schroders US Small Cap Opps SDR",TRUE," SDR","SDR","SDR","SCURX",NA,NA,NA,2015-09-28,9,2015,NA,"U.S. Equity","Hartford Mutual Funds",2015-09-28,2020-01-21,11840099,"Retirement","No",18714.337,6376341.019,10563655.255,-8676070.442,-428360.928,1.05,1.02,0.95,0.95,0.95,NA,NA
"Ivy Bond I{mg}",TRUE," I{mg}","I","Instl",NA,2017-10-16,10,2017,2017-10-13,10,2017,"Merged","Taxable Bond","(Junk) Ivy Funds",2017-10-13,NA,NA,"Inst","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-10-13,1
"Ivy Accumulative C{mg}",TRUE," C{mg}","C","C",NA,2018-02-26,2,2018,2018-02-23,2,2018,"Merged","U.S. Equity","(Junk) Ivy Funds",2018-02-23,NA,NA,"C","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-02-23,1
"JPMorgan Intrepid Mid Cap R4",TRUE," R4","R4","R4","WOOQX",NA,NA,NA,2016-09-09,9,2016,NA,"U.S. Equity","JPMorgan",2016-09-09,2020-01-21,527314,"Retirement","No",NA,20443.142,91535.436,1061521.107,167153.116,NA,NA,0.9,0.89,0.89,NA,NA
"JPMorgan Mid Cap Growth R4",TRUE," R4","R4","R4","JMGQX",NA,NA,NA,2016-09-09,9,2016,NA,"U.S. Equity","JPMorgan",2016-09-09,2020-01-21,10201314,"Retirement","No",NA,20508.173,4377714.487,10412186.748,-7873120.54,NA,NA,0.98,0.98,0.98,NA,NA
"JPMorgan Mid Cap Value R4",TRUE," R4","R4","R4","JMVQX",NA,NA,NA,2016-09-09,9,2016,NA,"U.S. Equity","JPMorgan",2016-09-09,2020-01-21,30695177,"Retirement","No",NA,20663.795,14262041.661,10567853.331,1865294.108,NA,NA,0.99,0.99,0.98,NA,NA
"Gabelli ESG T",TRUE," T","T","T",NA,2018-08-31,8,2018,2017-07-28,7,2017,"Liquidated","U.S. Equity","Gabelli",2017-07-28,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,1.73,NA,2017-07-28,0
"AAM/HIMCO Global Enhanced Dividend I",TRUE," I","I","Instl","HGDIX",NA,NA,NA,2017-12-26,12,2017,NA,"International Equity","AAM",2017-12-26,2020-01-21,55105374,"Inst","No",NA,NA,4996809,22356.538,44668535.377,NA,NA,NA,1.64,1.7,NA,NA
"Hartford International Opportunities F",TRUE," F","F","F","IHOFX",NA,NA,NA,2017-02-28,2,2017,NA,"International Equity","Hartford Mutual Funds",2017-02-28,2020-01-21,676871708,"Other","No",NA,NA,NA,130574893.445,-33080732.718,NA,NA,0.71,0.7,0.7,NA,NA
